userid;ratingType;movie;rate;duration
41;star;Toy Story 3;3;2,481
41;star;Minha Ṃe ̩ uma Pe̤a: O Filme;4;18,276
41;star;Cars;3;13,232
41;star;The Lord of the Rings: The Return of the King;5;3,09
41;star;Spider-Man: Homecoming;5;2,378
41;star;300;5;1,481
41;star;Fantastic Beasts and Where to Find Them;3;10,346
41;star;Miss Peregrine's Home for Peculiar Children;3;5,935
41;star;Zootopia;2;8,9
41;star;Star Wars: The Force Awakens;5;3,631
41;star;Corpse Bride;3;10,045
41;star;John Wick;3;4,241
41;star;Friday the 13th;3;3,831
41;star;The Incredibles;3;3,745
41;star;Gravity;4;3,357
41;star;Pirates of the Caribbean: The Curse of the Black Pearl;5;2,822
41;star;Iron Man;5;1,995
41;star;Fifty Shades of Grey;1;7,383
41;star;The Conjuring;3;3,948
41;star;Edward Scissorhands;3;4,683
41;star;Ted;3;2,643
41;star;Suicide Squad;4;4,19
41;star;Thor: Ragnarok;5;3,075
41;star;Black Panther;5;7,719
41;star;Titanic;5;4,543
41;star;Monsters, Inc,;5;3,323
41;star;The Shape of Water;5;2,283
41;star;Twilight;1;4,186
41;star;Ice Age;1;4,381
41;star;Jurassic Park;5;4,915
41;star;Shrek;5;38
41;star;Harry Potter and the Deathly Hallows: Part 2;5;3,39
41;star;Fight Clube;5;19,188
41;star;Despicable Me;4;15,351
41;star;The Hunger Games: Catching Fire;4;4,567
41;star;Justice League;4;2,756
42;thumbs;Minha Ṃe ̩ uma Pe̤a: O Filme;thumbUp;37,185
42;thumbs;Harry Potter and the Deathly Hallows: Part 2;thumbUp;3,839
42;thumbs;Avatar;thumbDown;2,618
42;thumbs;Maleficent;thumbUp;2,157
42;thumbs;50 First Dates;thumbUp;4,776
42;thumbs;Fifty Shades Darker;thumbUp;8,093
42;thumbs;Se Eu Fosse Voc̻;thumbUp;2,92
42;thumbs;Bruce Almighty;thumbUp;2,601
42;thumbs;Toy Story 3;thumbUp;2,208
42;thumbs;Dear John;thumbUp;3,306
42;thumbs;The Matrix;thumbDown;2,986
42;thumbs;The Twilight Saga: Eclipse;thumbDown;3,168
42;thumbs;Zootopia;thumbDown;1,63
42;thumbs;Pirates of the Caribbean: The Curse of the Black Pearl;thumbUp;4,237
42;thumbs;Beauty and the Beast;thumbUp;9,244
42;thumbs;The Hangover;thumbUp;2,553
42;thumbs;Shrek;thumbUp;2,707
42;thumbs;Elite Squad;thumbUp;2,914
42;thumbs;Ted;thumbDown;3,553
42;thumbs;The Twilight Saga: New Moon;thumbDown;2,845
42;thumbs;Fight Clube;thumbUp;4,509
42;thumbs;Rio;thumbUp;2,141
42;thumbs;300;thumbUp;4,202
42;thumbs;Despicable Me;thumbUp;2,958
42;thumbs;The Incredibles;thumbUp;2,268
42;thumbs;The Blue Lagoon;thumbUp;3,846
43;thumbs;O Auto da Compadecida;thumbUp;15,636
43;thumbs;The Twilight Saga: Eclipse;thumbUp;3,953
43;thumbs;Avatar;thumbUp;1,846
43;thumbs;The Hangover;thumbUp;4,737
43;thumbs;Shrek;thumbUp;4,678
43;thumbs;Avengers: Infinity War;thumbUp;2,774
43;thumbs;Freddy vs, Jason;thumbUp;23,535
43;thumbs;Click;thumbUp;2,185
43;thumbs;Elite Squad;thumbUp;3,426
43;thumbs;Gravity;thumbUp;3,422
43;thumbs;Fantastic Beasts and Where to Find Them;thumbUp;4,945
43;thumbs;Final Destination;thumbUp;7,743
43;thumbs;Star Wars: The Force Awakens;thumbUp;4,711
43;thumbs;The Fate of the Furios;thumbUp;12,031
43;thumbs;Black Panther;thumbUp;7,341
43;thumbs;Toy Story 3;thumbUp;21,073
43;thumbs;Pirates of the Caribbean: The Curse of the Black Pearl;thumbUp;6,561
43;thumbs;Captain America: Civil War;thumbUp;3,191
43;thumbs;The Incredibles;thumbUp;10,241
43;thumbs;Twilight;thumbUp;2,653
43;thumbs;Corpse Bride;thumbUp;2,573
43;thumbs;The Hobbit: The Desolation of Smaug;thumbUp;1,35
43;thumbs;Deadpool;thumbUp;3,638
43;thumbs;I Am Legend;thumbUp;2,908
43;thumbs;Finding Nemo;thumbUp;1,231
43;thumbs;The Lord of the Rings: The Return of the King;thumbUp;1,099
43;thumbs;Fast & Furious 6;thumbUp;1,288
43;thumbs;Se Eu Fosse Voc̻;thumbUp;2,681
43;thumbs;Spider-Man: Homecoming;thumbUp;2,946
43;thumbs;Zootopia;thumbDown;3,693
43;thumbs;Interstellar;thumbUp;1,909
43;thumbs;Friday the 13th;thumbUp;1,595
43;thumbs;It;thumbUp;1,246
43;thumbs;Hotel Transylvania;thumbUp;2,439
43;thumbs;Despicable Me;thumbDown;2,822
43;thumbs;Suicide Squad;thumbUp;2,36
43;thumbs;The Lion King;thumbUp;2,204
43;thumbs;50 First Dates;thumbDown;1,799
43;thumbs;Iron Man;thumbUp;1,608
43;thumbs;John Wick;thumbUp;24,528
43;thumbs;Cars;thumbUp;1,863
43;thumbs;Frozen;thumbUp;1,464
43;thumbs;La La Land;thumbDown;3,644
43;thumbs;The Twilight Saga: New Moon;thumbUp;1,576
43;thumbs;Paranormal Activity;thumbUp;1,914
43;thumbs;The Karate Kid;thumbDown;3,385
43;thumbs;Justice League;thumbUp;2,312
43;thumbs;Troy;thumbUp;2,122
43;thumbs;Ice Age;thumbUp;1,546
43;thumbs;Star Trek;thumbUp;1,37
43;thumbs;The Blue Lagoon;thumbDown;2,278
43;thumbs;Guardians of the Galaxy;thumbUp;1,76
43;thumbs;300;thumbUp;1,312
43;thumbs;Maleficent;thumbUp;1,97
43;thumbs;American Pie;thumbUp;1,68
43;thumbs;Harry Potter and the Deathly Hallows: Part 2;thumbUp;1,513
43;thumbs;Thor: Ragnarok;thumbUp;1,331
43;thumbs;Edward Scissorhands;thumbDown;3,447
43;thumbs;Jurassic Park;thumbUp;1,547
43;thumbs;The Hunger Games: Catching Fire;thumbUp;2,037
43;thumbs;Batman v Superman: Dawn of Justice;thumbUp;1,503
43;thumbs;Monsters, Inc,;thumbUp;1,354
43;thumbs;War for the Planet of the Apes;thumbUp;2,906
43;thumbs;The Dark Knight;thumbUp;1,064
43;thumbs;Bruce Almighty;thumbUp;3,519
43;thumbs;Rio;thumbDown;9,456
43;thumbs;The Matrix;thumbUp;17,548
43;thumbs;Titanic;thumbUp;6,718
43;thumbs;Fight Clube;thumbUp;2,495
43;thumbs;Sharknado;thumbDown;2,659
43;thumbs;The Wolf of Wall Street;thumbUp;1,797
43;thumbs;The Shape of Water;thumbDown;1,731
44;thumbs;Sharknado;thumbDown;12,857
44;thumbs;Zootopia;thumbDown;2,447
44;thumbs;The Hangover;thumbUp;3,263
44;thumbs;La La Land;thumbDown;1,591
44;thumbs;Captain America: Civil War;thumbUp;1,392
45;thumbs;Se Eu Fosse Voc̻;thumbUp;103,123
45;thumbs;Me Before You;thumbUp;3,564
45;thumbs;Captain America: Civil War;thumbUp;1,857
45;thumbs;300;thumbDown;3,106
45;thumbs;Batman v Superman: Dawn of Justice;thumbDown;1,305
45;thumbs;Avengers: Infinity War;thumbUp;1,737
45;thumbs;Friday the 13th;thumbDown;2,046
45;thumbs;Elite Squad;thumbUp;3,067
45;thumbs;Despicable Me;thumbUp;1,677
45;thumbs;The Passion of the Christ;thumbUp;2,029
45;thumbs;The Conjuring;thumbDown;2,219
45;thumbs;Guardians of the Galaxy;thumbUp;1,643
45;thumbs;Miss Peregrine's Home for Peculiar Children;thumbUp;1,457
45;thumbs;The Lego Movie;thumbUp;1,481
45;thumbs;Harry Potter and the Deathly Hallows: Part 2;thumbUp;1,349
45;thumbs;Hotel Transylvania;thumbUp;1,363
45;thumbs;Fast & Furious 6;thumbUp;1,278
45;thumbs;Skyfall;thumbDown;1,722
46;thumbs;Edward Scissorhands;thumbUp;51,05
46;thumbs;I Am Legend;thumbUp;1,665
46;thumbs;Friday the 13th;thumbUp;2,121
46;thumbs;Toy Story 3;thumbUp;1,987
46;thumbs;The Matrix;thumbUp;1,906
46;thumbs;Elite Squad;thumbUp;2,165
47;thumbs;Spider-Man: Homecoming;thumbUp;12,534
47;thumbs;Beauty and the Beast;thumbUp;1,465
47;thumbs;Final Destination;thumbDown;1,365
47;thumbs;Minha Ṃe ̩ uma Pe̤a: O Filme;thumbDown;1,373
47;thumbs;O Auto da Compadecida;thumbDown;3,211
47;thumbs;Twilight;thumbDown;1,366
48;thumbs;The Twilight Saga: New Moon;thumbDown;72,56
48;thumbs;War for the Planet of the Apes;thumbUp;6,069
48;thumbs;Edward Scissorhands;thumbUp;3,665
48;thumbs;Shrek;thumbUp;3,142
48;thumbs;Twilight;thumbDown;8,823
48;thumbs;Black Panther;thumbUp;2,863
48;thumbs;Ice Age;thumbUp;7,157
48;thumbs;The Twilight Saga: Eclipse;thumbDown;3,91
48;thumbs;Finding Nemo;thumbUp;4,483
48;thumbs;Freddy vs, Jason;thumbDown;4,255
48;thumbs;Sharknado;thumbDown;3,148
48;thumbs;The Dark Knight;thumbUp;2,514
48;thumbs;Frozen;thumbUp;3,418
48;thumbs;The Fate of the Furios;thumbUp;2,384
48;thumbs;50 First Dates;thumbUp;2,471
48;thumbs;Titanic;thumbUp;2,206
48;thumbs;Troy;thumbUp;3,458
48;thumbs;Iron Man;thumbUp;2,595
48;thumbs;Click;thumbUp;2,15
48;thumbs;The Incredibles;thumbUp;1,945
48;thumbs;Pirates of the Caribbean: The Curse of the Black Pearl;thumbUp;5,703
48;thumbs;Batman v Superman: Dawn of Justice;thumbUp;1,848
48;thumbs;The Hobbit: The Desolation of Smaug;thumbUp;2,823
48;thumbs;The Conjuring;thumbUp;3,818
48;thumbs;Guardians of the Galaxy;thumbUp;1,969
48;thumbs;Spider-Man: Homecoming;thumbUp;3,337
48;thumbs;The Blue Lagoon;thumbUp;3,247
48;thumbs;Friday the 13th;thumbUp;2,724
48;thumbs;Avengers: Infinity War;thumbUp;2,408
48;thumbs;Harry Potter and the Deathly Hallows: Part 2;thumbUp;3,359
48;thumbs;Se Eu Fosse Voc̻;thumbUp;3,976
48;thumbs;Star Wars: The Force Awakens;thumbUp;8,081
48;thumbs;Avatar;thumbUp;2,446
49;star;Dear John;2;16,699
49;star;50 First Dates;3;3,753
49;star;The Fate of the Furios;1;2,943
49;star;The Wolf of Wall Street;2;1,747
49;star;Avengers: Infinity War;5;1,875
50;star;Maleficent;2;53,727
50;star;Cars;1;11,295
50;star;Dear John;4;5,504
50;star;Iron Man;5;7,122
50;star;Jurassic Park;5;1,252
50;star;Harry Potter and the Deathly Hallows: Part 2;1;6,142
50;star;Star Trek;1;2,734
50;star;The Blue Lagoon;1;13,755
51;star;Se Eu Fosse Voc̻;5;26,777
51;star;Minha Ṃe ̩ uma Pe̤a: O Filme;5;2,927
51;star;The Lego Movie;1;3,341
51;star;Edward Scissorhands;4;4,943
51;star;The Lord of the Rings: The Return of the King;1;3,908
51;star;The Incredibles;5;2,938
51;star;Sharknado;1;5,312
51;star;Friday the 13th;3;5,293
51;star;Despicable Me;4;3,34
51;star;The Matrix;3;2,956
51;star;Click;5;5,078
51;star;La La Land;5;3,325
51;star;Monsters, Inc,;5;2,286
51;star;Elite Squad;5;3,811
51;star;Dear John;5;7,146
51;star;Finding Nemo;5;3,433
51;star;Cars;2;4,291
51;star;The Hunger Games: Catching Fire;5;2,622
51;star;Jurassic Park;2;7,25
51;star;Toy Story 3;3;3,29
51;star;Troy;5;6,181
51;star;The Twilight Saga: New Moon;5;5,71
51;star;Iron Man;5;5,01
51;star;Justice League;5;3,438
51;star;The Lion King;5;4,043
51;star;Shrek;5;1,705
52;star;Maleficent;4;18,354
52;star;Edward Scissorhands;5;6,264
52;star;Deadpool;5;2,726
52;star;Gravity;4;2,025
52;star;Interstellar;4;2,394
52;star;Hotel Transylvania;5;1,374
52;star;Avatar;4;2,027
52;star;Pirates of the Caribbean: The Curse of the Black Pearl;5;1,594
52;star;Minha Ṃe ̩ uma Pe̤a: O Filme;3;1,714
52;star;It;4;1,59
52;star;Black Panther;5;1,381
53;star;Twilight;1;13,457
53;star;Shrek;3;2,745
53;star;The Matrix;2;1,877
53;star;Troy;4;2,865
53;star;The Lion King;5;1,983
53;star;I Am Legend;4;3,553
53;star;Fight Clube;5;3,089
53;star;Fantastic Beasts and Where to Find Them;5;2,296
53;star;Suicide Squad;4;1,802
54;thumbs;Twilight;thumbDown;9,687
54;thumbs;It;thumbUp;2,55
54;thumbs;The Conjuring;thumbDown;1,477
54;thumbs;Jurassic Park;thumbUp;2,813
55;star;The Lion King;5;8,055
55;star;Maleficent;4;6,944
55;star;Iron Man;5;7,278
55;star;The Wolf of Wall Street;5;14,253
55;star;The Dark Knight;4;5,382
55;star;Black Panther;5;4,838
55;star;300;5;4,525
55;star;Corpse Bride;5;6,703
55;star;Twilight;3;6,671
55;star;Friday the 13th;1;5,303
55;star;Jurassic Park;5;6,7
55;star;The Hobbit: The Desolation of Smaug;4;13,351
55;star;50 First Dates;5;7,893
55;star;Interstellar;5;5,029
55;star;Edward Scissorhands;5;7,72
55;star;American Pie;2;8,197
55;star;Freddy vs, Jason;1;4,5
55;star;Avatar;5;3,718
55;star;Elite Squad;4;5,786
55;star;Deadpool;5;2,391
55;star;Shrek;5;2,262
55;star;The Lord of the Rings: The Return of the King;5;2,795
55;star;Zootopia;4;7,605
55;star;The Matrix;5;9,739
55;star;The Blue Lagoon;3;5,924
55;star;Bruce Almighty;4;9,296
55;star;Star Wars: The Force Awakens;4;4,199
55;star;Paranormal Activity;3;5,151
55;star;The Twilight Saga: Eclipse;2;3,79
55;star;Click;4;4,377
55;star;Despicable Me;4;5,273
55;star;O Auto da Compadecida;3;6,31
55;star;Captain America: Civil War;4;4,084
55;star;Suicide Squad;3;7,214
55;star;Rio;4;6,013
55;star;Harry Potter and the Deathly Hallows: Part 2;4;5,292
55;star;Se Eu Fosse Voc̻;3;5,727
55;star;Finding Nemo;4;3,765
55;star;Toy Story 3;5;2,68
55;star;Ice Age;5;4,073
55;star;Pirates of the Caribbean: The Curse of the Black Pearl;5;7,268
55;star;The Karate Kid;5;4,078
55;star;Frozen;4;4,127
55;star;I Am Legend;4;3,799
55;star;Avengers: Infinity War;5;2,894
55;star;Hotel Transylvania;4;4,43
55;star;Thor: Ragnarok;4;4,165
55;star;Guardians of the Galaxy;5;2,507
55;star;Fantastic Beasts and Where to Find Them;5;2,906
55;star;Justice League;4;3,281
55;star;The Twilight Saga: New Moon;2;3,34
55;star;Sharknado;1;5,193
55;star;Monsters, Inc,;5;2,686
55;star;The Incredibles;5;3,295
55;star;Miss Peregrine's Home for Peculiar Children;5;6,338
55;star;Titanic;4;3,248
55;star;Beauty and the Beast;4;7,358
56;star;Edward Scissorhands;3;261,289
56;star;Rio;4;5,474
56;star;Gravity;5;5,301
56;star;Titanic;5;4,21
56;star;Harry Potter and the Deathly Hallows: Part 2;4;5,885
56;star;The Lord of the Rings: The Return of the King;3;5,834
56;star;Zootopia;5;3,517
56;star;Beauty and the Beast;5;3,278
56;star;The Karate Kid;3;6,735
56;star;The Blue Lagoon;3;7,091
56;star;Despicable Me;5;4,168
56;star;Hotel Transylvania;5;3,858
56;star;O Auto da Compadecida;5;3,824
56;star;50 First Dates;5;3,58
56;star;The Hobbit: The Desolation of Smaug;3;3,46
56;star;Bruce Almighty;3;3,954
56;star;Click;5;3,915
56;star;Pirates of the Caribbean: The Curse of the Black Pearl;3;4,844
56;star;The Fate of the Furios;2;5,432
56;star;Maleficent;5;3,267
56;star;The Hunger Games: Catching Fire;3;3,93
56;star;Deadpool;3;4,147
56;star;Fifty Shades of Grey;1;4,686
56;star;Spider-Man: Homecoming;5;12,768
56;star;The Twilight Saga: Eclipse;1;5,151
56;star;Dear John;3;4,147
56;star;Friday the 13th;1;4,681
56;star;The Conjuring;5;10,826
56;star;Captain America: Civil War;3;4,767
56;star;The Shape of Water;5;18,919
56;star;American Pie;1;5,469
56;star;Ice Age;5;5,351
56;star;I Am Legend;5;4,613
56;star;Interstellar;5;4,952
56;star;Iron Man;5;4,159
56;star;Finding Nemo;5;4,267
56;star;War for the Planet of the Apes;5;6,193
56;star;Avengers: Infinity War;5;6,463
56;star;Shrek;5;4,318
56;star;Minha Ṃe ̩ uma Pe̤a: O Filme;5;4,632
56;star;The Passion of the Christ;5;7,027
56;star;The Incredibles;5;4,851
56;star;Jurassic Park;5;4,07
56;star;Se Eu Fosse Voc̻;5;3,195
56;star;Frozen;5;3,811
56;star;Me Before You;5;4,124
57;thumbs;Avengers: Infinity War;thumbUp;26,639
57;thumbs;Miss Peregrine's Home for Peculiar Children;thumbUp;3,348
57;thumbs;Beauty and the Beast;thumbUp;2,494
57;thumbs;Hotel Transylvania;thumbUp;1,434
57;thumbs;Maleficent;thumbUp;1,131
57;thumbs;Fifty Shades of Grey;thumbUp;2,226
57;thumbs;Guardians of the Galaxy;thumbUp;1,663
58;thumbs;Finding Nemo;thumbUp;74,612
58;thumbs;War for the Planet of the Apes;thumbDown;9,849
58;thumbs;Edward Scissorhands;thumbUp;5,219
58;thumbs;Beauty and the Beast;thumbUp;6,494
58;thumbs;Elite Squad;thumbUp;4,704
58;thumbs;The Karate Kid;thumbDown;4,917
58;thumbs;Click;thumbUp;3,46
58;thumbs;50 First Dates;thumbUp;4,308
58;thumbs;Zootopia;thumbUp;3,844
58;thumbs;Rio;thumbUp;4,168
58;thumbs;Spider-Man: Homecoming;thumbUp;9,67
58;thumbs;Avengers: Infinity War;thumbUp;3,615
58;thumbs;The Wolf of Wall Street;thumbUp;4,612
58;thumbs;The Blue Lagoon;thumbUp;6,471
58;thumbs;O Auto da Compadecida;thumbUp;3,488
59;thumbs;The Fate of the Furios;thumbUp;49,24
59;thumbs;Titanic;thumbUp;4,941
59;thumbs;The Dark Knight;thumbUp;14,145
59;thumbs;Minha Ṃe ̩ uma Pe̤a: O Filme;thumbDown;11,78
59;thumbs;Rio;thumbDown;5,238
59;thumbs;The Matrix;thumbUp;7,779
59;thumbs;Fast & Furious 6;thumbUp;3,361
59;thumbs;La La Land;thumbUp;8,617
59;thumbs;The Wolf of Wall Street;thumbUp;13,369
59;thumbs;Pirates of the Caribbean: The Curse of the Black Pearl;thumbUp;7,373
59;thumbs;Star Wars: The Force Awakens;thumbUp;15,56
59;thumbs;50 First Dates;thumbUp;18,799
59;thumbs;Skyfall;thumbUp;5,336
59;thumbs;Jurassic Park;thumbUp;4,478
59;thumbs;Edward Scissorhands;thumbUp;9,987
59;thumbs;Se Eu Fosse Voc̻;thumbUp;4,051
59;thumbs;Avatar;thumbDown;6,155
59;thumbs;The Twilight Saga: New Moon;thumbDown;5,238
59;thumbs;Ice Age;thumbUp;3,73
59;thumbs;The Hangover;thumbUp;5,224
59;thumbs;Cars;thumbUp;5,263
59;thumbs;Click;thumbDown;4,737
59;thumbs;Monsters, Inc,;thumbUp;3,115
59;thumbs;The Hunger Games: Catching Fire;thumbDown;5,561
59;thumbs;American Pie;thumbUp;3,755
59;thumbs;The Hobbit: The Desolation of Smaug;thumbDown;3,353
59;thumbs;Captain America: Civil War;thumbDown;7,092
59;thumbs;Interstellar;thumbUp;11,487
59;thumbs;Finding Nemo;thumbUp;2,249
59;thumbs;Batman v Superman: Dawn of Justice;thumbDown;14,816
59;thumbs;The Incredibles;thumbUp;4,297
59;thumbs;Maleficent;thumbDown;5,402
59;thumbs;The Lion King;thumbUp;4,914
59;thumbs;Ted;thumbUp;9,099
59;thumbs;Gravity;thumbUp;4,583
59;thumbs;Iron Man;thumbUp;4,019
60;star;Fight Clube;4;11,196
60;star;The Hobbit: The Desolation of Smaug;5;9,62
60;star;Fifty Shades Darker;2;13,412
60;star;Guardians of the Galaxy;5;4,77
60;star;Elite Squad;3;2,732
60;star;Paranormal Activity;3;3,655
60;star;La La Land;3;2,908
60;star;Corpse Bride;4;8,769
60;star;Harry Potter and the Deathly Hallows: Part 2;4;4,885
60;star;Justice League;4;2,492
60;star;50 First Dates;4;2,269
